order_date,customer,region,product,units_sold,unit_price,revenue,cost,profit
2025-07-01,Rohan Nair,North,Delta,8,546.52,4372.16,3109.72,1262.44
2025-07-01,Neha Reddy,West,Alpha,3,306.52,919.56,764.37,155.19
2025-07-01,Siddharth Singh,West,Beta,4,275.99,1103.96,869.04,234.92
2025-07-01,Priya Nair,South,Alpha,1,771.19,771.19,536.84,234.35
2025-07-01,Sai Singh,Central,Gamma,3,267.01,801.03,540.75,260.28
2025-07-01,Aarav Sharma,West,Alpha,6,1908.81,11452.86,6682.17,4770.69
2025-07-01,Arjun Gupta,South,Delta,5,418.49,2092.45,1433.34,659.11
2025-07-01,Rohan Patel,West,Gamma,2,1944.1,3888.2,2019.16,1869.04
2025-07-01,Aditya Patel,North,Epsilon,4,1864.0,7456.0,5373.22,2082.78
2025-07-01,Ananya Patel,South,Beta,1,286.28,286.28,210.79,75.49
2025-07-01,Karthik Gupta,South,Gamma,1,1763.93,1763.93,1434.37,329.56
2025-07-01,Karthik Reddy,North,Alpha,3,1276.91,3830.73,2344.65,1486.08
2025-07-01,Neha Kumar,East,Alpha,2,618.27,1236.54,1008.61,227.93
2025-07-01,Priya Iyer,West,Beta,5,1400.47,7002.35,5095.7,1906.65
2025-07-01,Vihaan Singh,East,Epsilon,5,130.8,654.0,469.68,184.32
2025-07-01,Aditya Kumar,North,Delta,1,701.05,701.05,536.01,165.04
2025-07-01,Aishwarya Gupta,North,Alpha,3,1811.17,5433.51,4260.79,1172.72
2025-07-01,Pooja Iyer,North,Delta,3,1331.98,3995.94,2697.76,1298.18
2025-07-01,Vivaan Singh,Central,Beta,7,1075.88,7531.16,5740.7,1790.46
2025-07-01,Arjun Singh,South,Alpha,2,1244.67,2489.34,1326.27,1163.07
2025-07-01,Aarav Kumar,East,Delta,2,1311.51,2623.02,1934.07,688.95
2025-07-01,Ananya Nair,West,Delta,2,116.81,233.62,173.62,60.0
2025-07-01,Priya Sharma,South,Alpha,1,221.42,221.42,144.59,76.83
2025-07-02,Sakshi Sharma,Central,Beta,3,1877.08,5631.24,3488.83,2142.41
2025-07-02,Ananya Nair,South,Alpha,2,387.11,774.22,468.74,305.48
2025-07-02,Vivaan Kumar,West,Alpha,1,1709.6,1709.6,1121.54,588.06
2025-07-02,Aishwarya Kumar,Central,Delta,6,211.06,1266.36,1048.15,218.21
2025-07-02,Siddharth Nair,East,Epsilon,5,1653.52,8267.6,6806.8,1460.8
2025-07-02,Ananya Gupta,East,Beta,4,1592.59,6370.36,5291.62,1078.74
2025-07-02,Neha Joshi,North,Gamma,4,1760.21,7040.84,3882.41,3158.43
2025-07-02,Neha Singh,East,Beta,4,1881.85,7527.4,5098.0,2429.4
2025-07-02,Neha Kumar,North,Alpha,1,499.93,499.93,294.32,205.61
2025-07-02,Rohan Joshi,Central,Gamma,3,997.1,2991.3,2484.07,507.23
2025-07-02,Rohan Patel,North,Gamma,1,805.94,805.94,650.23,155.71
2025-07-02,Vihaan Reddy,Central,Epsilon,3,1364.96,4094.88,3022.36,1072.52
2025-07-02,Siddharth Patel,East,Delta,2,666.67,1333.34,1035.46,297.88
2025-07-02,Rohan Joshi,West,Alpha,5,79.48,397.4,254.65,142.75
2025-07-02,Rohan Singh,Central,Alpha,5,706.43,3532.15,2843.18,688.97
2025-07-02,Rohan Joshi,East,Beta,2,1063.01,2126.02,1430.72,695.3
2025-07-02,Karthik Iyer,East,Beta,2,1094.22,2188.44,1432.41,756.03
2025-07-02,Sakshi Joshi,North,Delta,4,1655.84,6623.36,4421.26,2202.1
2025-07-02,Pooja Gupta,North,Beta,2,1675.92,3351.84,2535.18,816.66
2025-07-02,Aarav Nair,West,Alpha,2,267.0,534.0,388.08,145.92
2025-07-02,Aarav Iyer,Central,Beta,2,216.26,432.52,326.49,106.03
2025-07-02,Sakshi Singh,South,Beta,2,747.01,1494.02,937.09,556.93
2025-07-02,Priya Nair,Central,Epsilon,2,1326.71,2653.42,2192.17,461.25
2025-07-02,Aarav Patel,South,Epsilon,1,174.12,174.12,119.35,54.77
2025-07-02,Neha Patel,West,Delta,1,1698.53,1698.53,925.94,772.59
2025-07-02,Aditya Joshi,South,Gamma,1,531.29,531.29,343.81,187.48
2025-07-02,Vihaan Joshi,South,Epsilon,3,379.32,1137.96,870.67,267.29
2025-07-03,Rohan Reddy,North,Alpha,4,988.43,3953.72,3137.35,816.37
2025-07-03,Sai Iyer,North,Beta,1,548.81,548.81,361.87,186.94
2025-07-03,Pooja Kumar,South,Delta,3,765.63,2296.89,1808.52,488.37
2025-07-03,Rohan Sharma,South,Gamma,1,1659.64,1659.64,1133.11,526.53
2025-07-03,Neha Sharma,East,Beta,2,718.69,1437.38,947.3,490.08
2025-07-03,Vihaan Sharma,Central,Delta,3,1236.06,3708.18,1995.92,1712.26
2025-07-03,Sai Reddy,East,Beta,2,1024.25,2048.5,1660.82,387.68
2025-07-03,Rahul Singh,North,Alpha,1,1620.64,1620.64,882.53,738.11
2025-07-03,Siddharth Nair,West,Epsilon,4,997.5,3990.0,2877.27,1112.73
2025-07-03,Rohan Joshi,South,Epsilon,2,955.26,1910.52,1255.58,654.94
2025-07-03,Aarav Singh,North,Beta,5,768.84,3844.2,2344.28,1499.92
2025-07-03,Siddharth Sharma,Central,Delta,5,504.25,2521.25,1463.89,1057.36
2025-07-03,Vivaan Singh,North,Alpha,4,565.5,2262.0,1735.06,526.94
2025-07-03,Aishwarya Joshi,South,Epsilon,4,1281.53,5126.12,3974.12,1152.0
2025-07-03,Rohan Patel,Central,Beta,2,387.13,774.26,465.71,308.55
2025-07-03,Priya Singh,East,Alpha,2,323.33,646.66,519.64,127.02
2025-07-03,Sakshi Joshi,South,Gamma,3,899.0,2697.0,1857.27,839.73
2025-07-04,Aarav Mehta,North,Gamma,2,696.35,1392.7,852.79,539.91
2025-07-04,Priya Sharma,East,Gamma,4,1405.32,5621.28,3602.13,2019.15
2025-07-04,Sai Kumar,Central,Beta,3,93.41,280.23,150.72,129.51
2025-07-04,Aarav Patel,North,Gamma,1,1445.19,1445.19,1219.5,225.69
2025-07-04,Aarav Iyer,South,Alpha,1,562.45,562.45,325.29,237.16
2025-07-04,Pooja Iyer,South,Alpha,3,1716.29,5148.87,3178.16,1970.71
2025-07-04,Siddharth Sharma,South,Beta,5,1720.11,8600.55,5523.16,3077.39
2025-07-04,Rohan Singh,West,Alpha,1,409.62,409.62,207.08,202.54
2025-07-04,Vivaan Patel,Central,Beta,3,1590.04,4770.12,2706.58,2063.54
2025-07-04,Sai Joshi,Central,Beta,4,56.59,226.36,154.91,71.45
2025-07-04,Sai Iyer,South,Alpha,3,131.42,394.26,242.4,151.86
2025-07-04,Aditya Kumar,South,Gamma,2,859.2,1718.4,1342.16,376.24
2025-07-04,Pooja Nair,East,Alpha,2,293.09,586.18,336.21,249.97
2025-07-04,Priya Mehta,Central,Epsilon,1,686.79,686.79,488.78,198.01
2025-07-04,Aishwarya Kumar,South,Gamma,1,189.11,189.11,129.02,60.09
2025-07-04,Aarav Iyer,South,Alpha,2,443.68,887.36,668.2,219.16
2025-07-04,Priya Joshi,Central,Alpha,6,1137.4,6824.4,5395.15,1429.25
2025-07-04,Pooja Kumar,Central,Gamma,1,987.56,987.56,576.83,410.73
2025-07-04,Rohan Singh,Central,Alpha,2,1036.81,2073.62,1233.26,840.36
2025-07-04,Aditya Kumar,North,Epsilon,2,351.2,702.4,377.11,325.29
2025-07-04,Sakshi Kumar,West,Alpha,1,1535.21,1535.21,1252.86,282.35
2025-07-04,Neha Iyer,West,Beta,7,1006.39,7044.73,5548.09,1496.64
2025-07-04,Ananya Reddy,East,Alpha,4,990.55,3962.2,3132.16,830.04
2025-07-04,Pooja Mehta,North,Delta,2,603.46,1206.92,625.29,581.63
2025-07-04,Aditya Joshi,North,Delta,1,937.27,937.27,719.13,218.14
2025-07-04,Ananya Nair,South,Alpha,2,1524.13,3048.26,1938.23,1110.03
2025-07-05,Aishwarya Joshi,West,Beta,2,1688.66,3377.32,2481.62,895.7
2025-07-05,Karthik Joshi,Central,Beta,5,178.58,892.9,558.27,334.63
2025-07-05,Pooja Reddy,West,Beta,6,161.72,970.32,662.88,307.44
2025-07-05,Pooja Gupta,West,Epsilon,5,1467.86,7339.3,4885.11,2454.19
2025-07-05,Aarav Kumar,Central,Epsilon,4,1585.12,6340.48,4751.96,1588.52
2025-07-05,Rahul Iyer,East,Beta,2,732.86,1465.72,1076.19,389.53
2025-07-05,Rahul Patel,South,Alpha,3,1895.68,5687.04,3325.13,2361.91
2025-07-05,Aarav Nair,North,Delta,6,469.1,2814.6,2082.69,731.91
2025-07-05,Priya Nair,West,Delta,4,75.3,301.2,180.32,120.88
2025-07-05,Karthik Joshi,Central,Delta,2,1445.49,2890.98,1448.55,1442.43
2025-07-05,Aditya Gupta,South,Beta,1,333.35,333.35,168.78,164.57
2025-07-05,Sakshi Singh,East,Alpha,6,290.9,1745.4,1403.64,341.76
2025-07-05,Neha Patel,Central,Beta,3,1313.43,3940.29,2367.24,1573.05
2025-07-05,Aarav Iyer,Central,Gamma,3,2076.08,6228.24,4111.02,2117.22
2025-07-05,Pooja Sharma,Central,Beta,3,1418.84,4256.52,2711.77,1544.75
2025-07-05,Siddharth Nair,West,Epsilon,1,1201.54,1201.54,828.42,373.12
2025-07-05,Aarav Iyer,West,Beta,6,1575.1,9450.6,6009.09,3441.51
2025-07-06,Priya Singh,Central,Beta,1,1273.43,1273.43,1005.85,267.58
2025-07-06,Rahul Kumar,South,Delta,7,798.35,5588.45,3355.32,2233.13
2025-07-06,Rahul Iyer,West,Epsilon,3,438.67,1316.01,802.03,513.98
2025-07-06,Siddharth Patel,Central,Alpha,4,607.46,2429.84,1841.53,588.31
2025-07-06,Arjun Gupta,South,Epsilon,1,751.99,751.99,506.83,245.16
2025-07-06,Ananya Reddy,Central,Delta,3,932.52,2797.56,1760.71,1036.85
2025-07-06,Aditya Kumar,South,Gamma,6,1724.77,10348.62,8745.86,1602.76
2025-07-06,Rahul Kumar,Central,Delta,3,911.16,2733.48,2222.62,510.86
2025-07-06,Vihaan Nair,South,Delta,5,559.53,2797.65,1923.85,873.8
2025-07-06,Aishwarya Gupta,South,Beta,2,426.49,852.98,494.49,358.49
2025-07-06,Vihaan Sharma,East,Beta,6,1958.13,11748.78,9826.18,1922.6
2025-07-06,Rohan Kumar,South,Alpha,1,164.33,164.33,111.64,52.69
2025-07-06,Arjun Kumar,West,Alpha,1,1444.04,1444.04,794.72,649.32
2025-07-06,Pooja Mehta,Central,Delta,2,1147.76,2295.52,1217.61,1077.91
2025-07-06,Siddharth Singh,West,Alpha,3,1084.39,3253.17,2722.92,530.25
2025-07-06,Aarav Iyer,East,Beta,4,562.63,2250.52,1711.33,539.19
2025-07-06,Aarav Sharma,North,Delta,5,1505.65,7528.25,5070.28,2457.97
2025-07-06,Aditya Nair,West,Delta,5,817.18,4085.9,3196.16,889.74
2025-07-07,Rahul Iyer,West,Beta,1,568.18,568.18,430.07,138.11
2025-07-07,Arjun Kumar,Central,Epsilon,5,455.34,2276.7,1727.7,549.0
2025-07-07,Pooja Reddy,East,Gamma,4,772.62,3090.48,1820.76,1269.72
2025-07-07,Aditya Kumar,West,Alpha,3,625.43,1876.29,1168.81,707.48
2025-07-07,Pooja Mehta,South,Beta,5,1460.06,7300.3,3797.8,3502.5
2025-07-07,Arjun Patel,Central,Beta,1,1022.29,1022.29,567.62,454.67
2025-07-07,Aarav Iyer,North,Beta,2,1451.81,2903.62,1674.16,1229.46
2025-07-07,Aarav Kumar,West,Alpha,2,124.13,248.26,149.7,98.56
2025-07-07,Arjun Singh,South,Gamma,1,1837.89,1837.89,965.48,872.41
2025-07-07,Pooja Mehta,Central,Beta,3,1197.45,3592.35,2776.84,815.51
2025-07-07,Priya Mehta,West,Beta,4,1029.4,4117.6,2177.94,1939.66
2025-07-07,Aditya Mehta,North,Epsilon,2,1833.27,3666.54,1870.48,1796.06
2025-07-07,Rohan Sharma,East,Beta,1,178.37,178.37,128.02,50.35
2025-07-07,Pooja Kumar,West,Delta,5,1437.55,7187.75,5396.02,1791.73
2025-07-07,Priya Sharma,North,Alpha,5,1786.39,8931.95,7399.46,1532.49
2025-07-07,Pooja Kumar,West,Beta,1,166.38,166.38,106.44,59.94
2025-07-07,Neha Patel,South,Delta,3,1897.63,5692.89,3494.13,2198.76
2025-07-07,Vihaan Sharma,Central,Beta,1,763.72,763.72,614.91,148.81
2025-07-08,Rohan Sharma,North,Beta,1,1464.13,1464.13,1157.75,306.38
2025-07-08,Siddharth Gupta,North,Epsilon,2,1848.54,3697.08,2693.5,1003.58
2025-07-08,Rohan Kumar,East,Delta,1,1289.0,1289.0,805.52,483.48
2025-07-08,Vihaan Sharma,South,Alpha,3,239.05,717.15,456.28,260.87
2025-07-08,Arjun Joshi,South,Beta,7,1122.09,7854.63,6192.85,1661.78
2025-07-08,Aishwarya Joshi,West,Delta,1,1080.38,1080.38,669.09,411.29
2025-07-08,Aarav Joshi,East,Gamma,1,1172.48,1172.48,829.14,343.34
2025-07-08,Aarav Patel,Central,Gamma,1,897.37,897.37,551.94,345.43
2025-07-08,Aarav Nair,South,Beta,4,809.8,3239.2,2567.07,672.13
2025-07-08,Aditya Sharma,West,Beta,4,2016.78,8067.12,5089.34,2977.78
2025-07-08,Priya Mehta,North,Alpha,1,559.51,559.51,446.63,112.88
2025-07-08,Aditya Mehta,East,Alpha,3,1446.66,4339.98,2306.87,2033.11
2025-07-08,Ananya Iyer,West,Delta,1,1274.21,1274.21,1025.79,248.42
2025-07-08,Arjun Gupta,East,Alpha,4,125.2,500.8,293.21,207.59
2025-07-08,Siddharth Sharma,North,Alpha,6,874.64,5247.84,3389.94,1857.9
2025-07-08,Siddharth Patel,Central,Gamma,4,1855.34,7421.36,4470.72,2950.64
2025-07-08,Rohan Iyer,East,Beta,5,1583.88,7919.4,6538.48,1380.92
2025-07-08,Siddharth Sharma,West,Delta,2,1427.12,2854.24,2144.84,709.4
2025-07-08,Vihaan Sharma,Central,Alpha,9,127.51,1147.59,587.74,559.85
2025-07-08,Rahul Singh,West,Delta,2,1644.33,3288.66,2532.43,756.23
2025-07-08,Pooja Iyer,South,Alpha,3,892.73,2678.19,1588.07,1090.12
2025-07-08,Sai Iyer,East,Delta,1,1282.42,1282.42,821.71,460.71
2025-07-09,Aarav Sharma,West,Delta,6,1511.22,9067.32,5385.94,3681.38
2025-07-09,Siddharth Iyer,North,Delta,5,103.82,519.1,374.54,144.56
2025-07-09,Vihaan Reddy,South,Beta,3,950.02,2850.06,1550.85,1299.21
2025-07-09,Karthik Nair,East,Gamma,5,2045.21,10226.05,8169.41,2056.64
2025-07-09,Sai Kumar,Central,Alpha,2,1590.59,3181.18,2260.15,921.03
2025-07-09,Siddharth Joshi,South,Gamma,1,134.37,134.37,75.05,59.32
2025-07-09,Rohan Nair,West,Gamma,3,2099.93,6299.79,4185.77,2114.02
2025-07-09,Arjun Reddy,East,Delta,4,1266.21,5064.84,3317.61,1747.23
2025-07-09,Rohan Patel,East,Gamma,5,755.08,3775.4,2322.99,1452.41
2025-07-09,Pooja Kumar,East,Delta,3,1638.26,4914.78,3319.97,1594.81
2025-07-09,Aishwarya Mehta,East,Beta,1,254.62,254.62,147.23,107.39
2025-07-09,Aarav Sharma,West,Alpha,2,774.96,1549.92,1231.2,318.72
2025-07-09,Aditya Kumar,West,Beta,2,1640.73,3281.46,2464.18,817.28
2025-07-09,Aishwarya Kumar,East,Beta,1,1445.37,1445.37,952.23,493.14
2025-07-09,Rohan Joshi,Central,Beta,5,495.23,2476.15,1895.35,580.8
2025-07-09,Siddharth Mehta,North,Beta,2,202.22,404.44,335.69,68.75
2025-07-09,Sakshi Sharma,Central,Delta,4,1058.69,4234.76,2915.27,1319.49
2025-07-09,Siddharth Mehta,Central,Delta,3,1085.73,3257.19,2204.49,1052.7
2025-07-09,Aarav Kumar,East,Alpha,2,700.57,1401.14,872.14,529.0
2025-07-09,Rohan Singh,South,Beta,2,794.2,1588.4,1197.47,390.93
2025-07-09,Vihaan Nair,North,Delta,2,1983.77,3967.54,2272.64,1694.9
2025-07-09,Neha Iyer,East,Gamma,2,396.69,793.38,589.76,203.62
2025-07-09,Aarav Iyer,East,Gamma,3,1321.51,3964.53,2432.76,1531.77
2025-07-09,Siddharth Joshi,North,Alpha,5,1390.92,6954.6,3753.51,3201.09
2025-07-09,Arjun Nair,South,Delta,1,1715.06,1715.06,1004.78,710.28
2025-07-09,Aarav Kumar,East,Beta,2,1564.88,3129.76,2182.83,946.93
2025-07-10,Karthik Mehta,South,Alpha,3,1874.62,5623.86,4120.49,1503.37
2025-07-10,Rohan Reddy,East,Epsilon,4,67.51,270.04,181.17,88.87
2025-07-10,Rohan Joshi,Central,Beta,2,798.8,1597.6,1097.84,499.76
2025-07-10,Priya Joshi,Central,Alpha,1,159.2,159.2,129.56,29.64
2025-07-10,Sakshi Patel,Central,Delta,2,476.27,952.54,601.37,351.17
2025-07-10,Siddharth Nair,Central,Delta,5,1357.88,6789.4,4101.63,2687.77
2025-07-10,Vihaan Joshi,West,Gamma,1,918.34,918.34,688.73,229.61
2025-07-10,Aarav Joshi,West,Alpha,4,1181.27,4725.08,2674.99,2050.09
2025-07-10,Aishwarya Sharma,North,Beta,5,1480.65,7403.25,5808.69,1594.56
2025-07-10,Aishwarya Kumar,East,Epsilon,5,491.56,2457.8,1930.14,527.66
2025-07-10,Sai Kumar,East,Beta,1,632.0,632.0,493.92,138.08
2025-07-10,Aishwarya Nair,West,Alpha,1,933.79,933.79,580.79,353.0
2025-07-10,Neha Singh,West,Beta,3,1107.41,3322.23,2308.6,1013.63
2025-07-10,Rohan Nair,East,Beta,1,1185.13,1185.13,659.06,526.07
2025-07-10,Neha Patel,West,Alpha,3,1244.17,3732.51,2150.32,1582.19
2025-07-10,Pooja Mehta,Central,Gamma,2,1022.46,2044.92,1090.07,954.85
2025-07-10,Siddharth Nair,North,Delta,2,443.15,886.3,630.55,255.75
2025-07-10,Arjun Kumar,South,Alpha,2,327.91,655.82,418.34,237.48
2025-07-10,Aarav Iyer,North,Delta,2,711.08,1422.16,834.76,587.4
2025-07-11,Pooja Mehta,South,Delta,6,968.69,5812.14,3902.01,1910.13
2025-07-11,Rahul Gupta,Central,Alpha,3,339.81,1019.43,565.61,453.82
2025-07-11,Vivaan Iyer,East,Beta,1,343.66,343.66,180.07,163.59
2025-07-11,Aarav Patel,South,Beta,3,784.86,2354.58,1486.74,867.84
2025-07-11,Sai Iyer,Central,Beta,2,1453.94,2907.88,1498.62,1409.26
2025-07-11,Aarav Iyer,Central,Alpha,3,1013.94,3041.82,2426.14,615.68
2025-07-11,Rohan Iyer,East,Beta,3,1049.22,3147.66,2000.25,1147.41
2025-07-11,Ananya Patel,South,Gamma,1,746.87,746.87,555.2,191.67
2025-07-11,Aishwarya Patel,North,Beta,2,817.21,1634.42,1093.85,540.57
2025-07-11,Aarav Kumar,Central,Beta,1,1437.78,1437.78,985.98,451.8
2025-07-11,Aarav Iyer,West,Gamma,7,1779.18,12454.26,7972.28,4481.98
2025-07-11,Aishwarya Kumar,East,Gamma,1,866.86,866.86,552.58,314.28
2025-07-11,Siddharth Nair,South,Beta,2,1734.94,3469.88,2351.15,1118.73
2025-07-12,Aarav Iyer,East,Beta,4,850.54,3402.16,2852.79,549.37
2025-07-12,Rohan Reddy,East,Alpha,3,425.96,1277.88,865.42,412.46
2025-07-12,Vivaan Sharma,South,Alpha,1,901.84,901.84,626.07,275.77
2025-07-12,Neha Joshi,West,Delta,2,964.48,1928.96,1148.02,780.94
2025-07-12,Vivaan Kumar,West,Delta,4,2058.23,8232.92,4705.68,3527.24
2025-07-12,Pooja Iyer,West,Beta,5,1236.4,6182.0,4753.17,1428.83
2025-07-12,Sakshi Joshi,West,Delta,4,130.68,522.72,324.51,198.21
2025-07-12,Vihaan Mehta,North,Beta,2,574.75,1149.5,654.17,495.33
2025-07-12,Aarav Nair,North,Alpha,5,1452.14,7260.7,4842.11,2418.59
2025-07-12,Aarav Sharma,West,Beta,3,499.47,1498.41,964.37,534.04
2025-07-12,Rohan Nair,North,Epsilon,1,811.86,811.86,433.08,378.78
2025-07-12,Vivaan Singh,Central,Alpha,1,214.41,214.41,151.07,63.34
2025-07-12,Siddharth Sharma,South,Gamma,6,315.87,1895.22,1319.0,576.22
2025-07-12,Aarav Nair,West,Gamma,3,571.12,1713.36,1430.63,282.73
2025-07-12,Sai Iyer,South,Beta,4,436.37,1745.48,1356.37,389.11
2025-07-12,Sai Iyer,Central,Beta,1,559.34,559.34,397.84,161.5
2025-07-12,Karthik Singh,North,Alpha,6,1324.6,7947.6,5105.41,2842.19
2025-07-12,Aditya Joshi,West,Gamma,1,145.63,145.63,99.71,45.92
2025-07-13,Sai Iyer,West,Alpha,2,1712.99,3425.98,2832.08,593.9
2025-07-13,Priya Mehta,South,Alpha,3,609.86,1829.58,1083.44,746.14
2025-07-13,Aishwarya Gupta,Central,Alpha,4,829.15,3316.6,1722.03,1594.57
2025-07-13,Neha Sharma,West,Delta,2,227.7,455.4,342.29,113.11
2025-07-13,Rahul Reddy,East,Epsilon,4,956.18,3824.72,3157.23,667.49
2025-07-13,Pooja Kumar,South,Epsilon,3,314.06,942.18,626.59,315.59
2025-07-13,Rohan Mehta,North,Alpha,1,856.35,856.35,688.91,167.44
2025-07-13,Aishwarya Sharma,South,Gamma,4,666.02,2664.08,2247.29,416.79
2025-07-13,Vihaan Sharma,West,Epsilon,3,1715.44,5146.32,2931.45,2214.87
2025-07-13,Pooja Mehta,South,Beta,2,1034.76,2069.52,1405.93,663.59
2025-07-13,Pooja Sharma,Central,Beta,1,766.85,766.85,586.52,180.33
2025-07-13,Pooja Singh,Central,Alpha,4,1202.32,4809.28,2589.17,2220.11
2025-07-13,Arjun Joshi,East,Alpha,3,411.97,1235.91,977.06,258.85
2025-07-13,Sakshi Kumar,North,Gamma,4,564.06,2256.24,1772.36,483.88
2025-07-13,Karthik Nair,Central,Beta,5,461.46,2307.3,1422.49,884.81
2025-07-13,Sai Nair,East,Delta,4,1600.38,6401.52,4540.4,1861.12
2025-07-13,Sakshi Singh,East,Gamma,5,1910.24,9551.2,4815.92,4735.28
2025-07-13,Rohan Nair,South,Gamma,2,1997.76,3995.52,3306.9,688.62
2025-07-13,Vihaan Joshi,Central,Alpha,5,649.83,3249.15,2158.25,1090.9
2025-07-13,Siddharth Singh,North,Delta,6,973.66,5841.96,3998.06,1843.9
2025-07-13,Aditya Kumar,South,Alpha,2,1372.99,2745.98,2095.88,650.1
2025-07-14,Pooja Gupta,North,Beta,2,1992.7,3985.4,2769.59,1215.81
2025-07-14,Aarav Kumar,West,Alpha,2,726.74,1453.48,1224.56,228.92
2025-07-14,Siddharth Iyer,North,Beta,2,1111.13,2222.26,1491.3,730.96
2025-07-14,Aarav Kumar,East,Delta,2,628.5,1257.0,744.15,512.85
2025-07-14,Ananya Patel,Central,Delta,1,354.21,354.21,253.05,101.16
2025-07-14,Vivaan Singh,North,Epsilon,2,1606.79,3213.58,2548.58,665.0
2025-07-14,Priya Mehta,North,Beta,1,839.82,839.82,562.89,276.93
2025-07-14,Arjun Gupta,Central,Gamma,1,662.32,662.32,532.32,130.0
2025-07-14,Priya Kumar,Central,Delta,5,543.12,2715.6,2113.97,601.63
2025-07-14,Karthik Patel,East,Beta,2,1737.39,3474.78,2237.92,1236.86
2025-07-14,Sai Mehta,East,Alpha,3,985.37,2956.11,2008.97,947.14
2025-07-14,Aarav Joshi,East,Delta,5,805.06,4025.3,2709.74,1315.56
2025-07-14,Karthik Nair,West,Delta,1,1228.42,1228.42,622.19,606.23
2025-07-15,Ananya Patel,Central,Alpha,4,2011.71,8046.84,5838.76,2208.08
2025-07-15,Karthik Mehta,South,Beta,3,1217.16,3651.48,2518.27,1133.21
2025-07-15,Sakshi Singh,Central,Gamma,3,1160.01,3480.03,2702.74,777.29
2025-07-15,Vivaan Reddy,West,Beta,5,714.98,3574.9,1808.62,1766.28
2025-07-15,Aarav Iyer,Central,Alpha,2,1804.03,3608.06,2798.28,809.78
2025-07-15,Pooja Singh,East,Alpha,2,908.37,1816.74,915.85,900.89
2025-07-15,Pooja Patel,West,Alpha,5,948.84,4744.2,2887.09,1857.11
2025-07-15,Vivaan Sharma,West,Delta,2,1081.94,2163.88,1539.18,624.7
2025-07-15,Aarav Joshi,East,Beta,3,257.08,771.24,412.25,358.99
2025-07-15,Vivaan Iyer,East,Delta,5,565.15,2825.75,2210.1,615.65
2025-07-15,Neha Reddy,North,Epsilon,3,1751.71,5255.13,4423.48,831.65
2025-07-15,Rohan Reddy,North,Alpha,4,1566.25,6265.0,4887.83,1377.17
2025-07-15,Vihaan Reddy,West,Epsilon,1,642.8,642.8,386.66,256.14
2025-07-15,Vihaan Sharma,South,Alpha,3,837.43,2512.29,2011.3,500.99
2025-07-15,Ananya Nair,West,Epsilon,5,1015.89,5079.45,2897.51,2181.94
2025-07-15,Pooja Kumar,East,Beta,4,1525.71,6102.84,3174.39,2928.45
2025-07-15,Vihaan Sharma,West,Alpha,4,823.42,3293.68,2226.96,1066.72
2025-07-15,Rohan Iyer,Central,Beta,4,1360.32,5441.28,4362.43,1078.85
2025-07-15,Aarav Joshi,South,Alpha,5,1322.37,6611.85,3424.42,3187.43
2025-07-15,Sai Mehta,South,Beta,4,852.87,3411.48,2177.86,1233.62
2025-07-15,Vihaan Nair,Central,Gamma,1,423.49,423.49,295.18,128.31
2025-07-15,Priya Gupta,East,Alpha,2,741.85,1483.7,1075.63,408.07
2025-07-15,Siddharth Reddy,West,Beta,2,760.69,1521.38,1211.66,309.72
2025-07-16,Ananya Reddy,South,Epsilon,6,1796.99,10781.94,7743.63,3038.31
2025-07-16,Karthik Reddy,North,Beta,3,53.04,159.12,95.38,63.74
2025-07-16,Rahul Patel,Central,Delta,2,89.89,179.78,121.67,58.11
2025-07-16,Siddharth Kumar,North,Alpha,4,149.63,598.52,429.8,168.72
2025-07-16,Ananya Kumar,South,Beta,5,215.05,1075.25,576.66,498.59
2025-07-16,Sakshi Joshi,South,Gamma,2,472.28,944.56,674.66,269.9
2025-07-16,Siddharth Patel,North,Delta,3,179.7,539.1,281.27,257.83
2025-07-16,Aditya Nair,Central,Delta,2,577.13,1154.26,644.65,509.61
2025-07-16,Siddharth Kumar,West,Delta,4,1922.83,7691.32,6516.43,1174.89
2025-07-16,Pooja Mehta,Central,Alpha,5,1251.86,6259.3,4001.91,2257.39
2025-07-16,Aarav Kumar,West,Delta,1,1956.56,1956.56,1539.48,417.08
2025-07-16,Pooja Mehta,East,Alpha,2,1367.5,2735.0,1840.95,894.05
2025-07-16,Rohan Nair,West,Gamma,2,1658.09,3316.18,2785.44,530.74
2025-07-16,Neha Kumar,South,Alpha,6,523.59,3141.54,2076.39,1065.15
2025-07-16,Karthik Reddy,South,Alpha,4,398.38,1593.52,1295.59,297.93
2025-07-16,Rahul Kumar,West,Gamma,1,1905.27,1905.27,1045.68,859.59
2025-07-16,Pooja Sharma,South,Gamma,2,658.28,1316.56,971.69,344.87
2025-07-16,Vihaan Gupta,Central,Gamma,3,1820.01,5460.03,4570.06,889.97
2025-07-16,Arjun Kumar,South,Beta,4,1985.17,7940.68,5353.22,2587.46
2025-07-16,Siddharth Kumar,West,Gamma,1,791.57,791.57,593.69,197.88
2025-07-16,Vihaan Singh,West,Gamma,4,1523.76,6095.04,4577.63,1517.41
2025-07-16,Karthik Nair,North,Alpha,3,640.18,1920.54,1276.39,644.15
2025-07-16,Pooja Sharma,West,Epsilon,2,1793.58,3587.16,2546.9,1040.26
2025-07-16,Karthik Iyer,North,Gamma,3,1750.31,5250.93,3707.84,1543.09
